,user_id,date,text,compliments,business_id
1661,9gnCZKAVRi_dZmHC7r5N0Q,2016-01-26 06:35:02,5 dollar Mondays can't  be beat,0,dqDlLubs0tpIKSe2lpQZBQ
1662,quH7oYf3C-_klKjP-cklCQ,2012-04-17 01:43:39,Free Movie Monday.,0,AKPLL7N4yTidQF7xY8kneg
1663,Gt4uBmDd8FX7H18dhAnVJA,2011-08-16 00:50:55,Captain America!,0,cUowzBUrVnWdg1WC52GBpw
1664,6kvGowEk1AvUUwWHLkJyNg,2011-12-25 22:53:56,MI3,0,q9wNJpZd1bx22PDpAbwZsA
1665,vLViu2g_fVFqexb-NBhx4Q,2011-10-24 04:04:54,Paranormal 3!,0,cqjqc8pd3SCxTDWiH49Q5Q
1666,NJqmAzerpbAIC0-VBclwgA,2012-06-25 23:45:11,Chester Bennington!!,0,uXKbB-Fky-4WhETk1tTTbw
1667,OaN8UG7flab58O525eRsgQ,2011-08-14 01:25:59,I for one welcome our simian overlords.,0,lqCJiHlxzRpuYt-u_XQUvg
1668,m5pVwzwwicHje7ij15Bwug,2010-12-30 04:43:58,True grit time.,0,Q3G58vv1ClvH4re9QBsVgQ
1669,5_3JdPVStJnbrVtWlRnNUg,2012-03-26 04:36:02,Hunger games!,0,BxKe9Xt_fN6qBzrTofHuEQ
1670,bLbSNkLggFnqwNNzzq-Ijw,2015-06-24 23:48:20,"New theater listing, remodel is now complete",0,PTtBAaY1GgH929EjdlYLiA
1671,AL4hosjTZzsLt99egmBszA,2012-05-26 02:39:30,Jiro!,0,4RoTEeqB_MNn6yaqZmlZHg
1672,yH3Jyu5vRTAJ8uMAD2bLGQ,2013-05-04 19:23:15,Awesome theater... Cine Capri is a must do,0,F8FHXQBpMu1erLSTwUxYeQ
1673,VCiMuHZcMBE-jsrmQEc3hw,2011-09-16 04:02:08,Wow! Do this. Best movie experience of my life.,0,Y5CTA3S9TVkpr3Yvwaki-A
1674,XfZ9TO6ZWJLp0vbUCm6g4w,2012-06-14 22:50:04,Woo hooooo!!! Pre Screenings Rock!!!!,0,hhoKM8RdfYo97Y72LqmOgw
1675,4wp4XI9AxKNqJima-xahlg,2011-04-17 00:11:32,Balanchine!,0,CTiWs36A_sX3eahdqrYxUQ
1676,TjsBbWAfwxWEXPxaLNv5SQ,2012-07-30 01:04:54,Drinking my Toffee Chillaté while walking on the boardwalk...very chilling!,0,wYZoSBvIbJWvDl-ruZwJ7Q
1677,PtCnYJdVicJ1BOa6X14fZw,2012-07-25 07:57:45,At the end of TDKR...                             they roll the credits.,1,jM7O18Dp00u6Dwo8SEJuEg
1678,6rGVoAI0Bl8ZEbMNJWOK3w,2012-11-18 18:02:53,"Wreck it Ralph, with the twins",0,h6Y1-KfN2XBkcrV85CS8yg
1679,4LYFy4BZot6YrP3bKUsCTA,2013-07-16 23:45:15,Discounts Tuesday,0,nFjvwsbirK8gJtV2QKqhwA
1680,CGCDnRwWHbsx3p6yRUE4Hg,2017-07-24 18:33:37,Always open seats. No rush when getting here even in opening nights.,0,4RoTEeqB_MNn6yaqZmlZHg
1681,ECCC0H3x5WJCRNwsT0CkFw,2012-11-18 21:52:43,Premium plus baby!,0,Y5CTA3S9TVkpr3Yvwaki-A
1682,lik5J0fXrjprJJSpg1v_Pw,2014-06-14 23:45:10,Great price!,0,ikTlMObBu3aI4xNmE9X4mA
1683,VHURZRZmOIKbOzSzvcPb1g,2018-03-25 19:31:21,The only place my kids want to go watch movies from now on. Very comfortable seats.,0,A0dDYy7DWik6BzDX6LnOtg
1684,vPCIxplN7Oz-NB48iUQNfg,2013-06-25 23:57:39,Final prep for 2nd Annual Toronto Beaches Film Festival,0,3n2dVQx76FdJZpTHFLJzkQ
1685,dLWDy4yzVzMQuhjoEcRO0g,2012-11-11 01:34:02,Rare night out. Yay!!!,0,_98ytLdlPEDp0FTuO31R7Q
1686,ALw8EN21lby0vWtfD6JfIw,2014-06-16 18:23:47,$5 matinee! Can't beat that,0,nCAqeub9ERwzSoQwGzr1QQ
1687,C-7EFRxfSrP6dzEKSB83cA,2017-10-18 10:14:02,One word...BEDBUGS.  they know about it and have somebody coming in every week and still have the place open. Who knows how many people have taken these little bastards home with them.,3,nCAqeub9ERwzSoQwGzr1QQ
1688,L9ctmOPZFQDS4CsIWs9rxg,2012-07-22 20:47:43,Cinema suites are the best! Love the recliner.,0,MM8n7SPaIuMlDGbUM5SZhA
1689,o68A_3bAJTge-ioGXHdxKA,2011-04-14 01:17:28,Quick flick. Never crowded.,0,nvBhlpH8TWbCl70_30gqxg
1690,cTABik0Qu7WrPTElRSYmjA,2011-05-28 00:55:35,The mighty Thor! *hammer strike!*,0,_98ytLdlPEDp0FTuO31R7Q
1691,UyuWAvDcLp4zU1Wfc1PNXg,2012-07-06 01:42:29,Beer,0,MM8n7SPaIuMlDGbUM5SZhA
1692,RS5JztShXARj8kDJoDs0-g,2016-07-31 00:34:15,"The only nice change that came with the Cinemark purchase is the ability to buy tickets on Fandango. Seems like the quality, cleanliness, selection has gone downhill.",1,rPqXbho0dwETvjUxW88Ttw
1693,wio2PT99Eth_4Kf0MynIDw,2017-01-17 03:15:24,Poutine gravy is vegetarian - mushroom based!,0,B7crzLt3Cmq2Uy3JOiMnRw
1694,TMnKxPn87CHP5F964ijZ7A,2012-05-04 03:38:06,For a place that does everything for you and brings you your food - I was surprised to find they don't have automatic toilets.,0,h6Y1-KfN2XBkcrV85CS8yg
1695,Ue_7yUlkEbX4AhnYdUfL7g,2013-10-13 02:01:32,You can buy tickets on line!,0,zoODlH40edpJYLPLkHilNA
1696,Rdt-JiAN7Qlw3dJ7UVdNtw,2012-04-15 07:46:48,bingo bitch's!!,0,p0iEUamJVp_QpaheE-Nz_g
1697,sX_PPJHVCo6P0Jbm7jxd6A,2012-08-19 22:21:21,Great place for sports bets,0,0QzCeORfF8EY34UODWRV9A
1698,iHe2FR5fOTDG-AEvxfUCNw,2011-10-30 16:22:20,Puss in Boots.,0,uXKbB-Fky-4WhETk1tTTbw
1699,WJKocp9RE0KatUwh3_DkGg,2012-11-17 19:08:09,Skyfall! James Bond blowing shit up! (Bond wouldn't get caught hooking up with his biographer),0,tOhzbIoz_UHhzuXiGOEYgQ
1700,7e9ReRfPBmfgchYNkbk93g,2013-09-02 19:48:11,It's unfortunate that ever since Empire bought this location that all the theatres have a persistently unpleasant odour. Such a shame.,0,B6YIrpQnwKPidH0Vlh9f9Q
1701,uG35h72BAMutvXAWdRpqCQ,2012-06-01 04:25:34,Bowling and some drinks. I gotta get my weekend drinkin game up to par,0,0QzCeORfF8EY34UODWRV9A
1702,PRW1BTntSaMG7mnTXHONcw,2012-06-18 01:04:42,"Lets get artsy, Moonrise Kingdom time",0,wxYpbaR3zQuMhgSbUym_xw
1703,XChCfeJ6Yx2NDJIpIgRhyg,2013-05-28 21:58:55,$5.60 admission on Tuesdays,0,c9o0sBdEvER2nBeZ6HS9pw
1704,RHkNEB3nixpJrEXu3PDltw,2012-08-22 17:45:00,Wimpy Kid movie.,0,-ipc5f0XiXwH3hbNnro54Q
1705,T_RiQ-TOeZf8N2kiCNCiSg,2011-02-16 05:01:56,Five dollar tuesdays,0,J0ufK7WAEq6oAdpDFz2xVA
1706,zdZNqX4Gr4M7IIDo9lTKXQ,2010-01-31 01:49:03,Avatar 3d,0,pJQSdbrtQQVstMUUIICSsA
1707,d9BisAnYE9APUwuCU8CEkg,2011-10-12 02:43:45,Student discount only on Thursdays,0,ZJKvmjBinGXEagy7l1na7Q
1708,MMf0LhEk5tGa1LvN7zcDnA,2015-07-18 19:02:56,Antman was really good!,0,mBeZ3dQzUPV60Oa26k3qHw
1709,5Iyg64YiijsX6qL1lcsmMA,2013-06-14 05:28:21,"Clean, fast service.",0,mBeZ3dQzUPV60Oa26k3qHw
1710,dk9GzM6Nni61oBdkETDFkA,2011-01-20 00:25:35,"Special screening of ""No Strings Attached"" thanks to Yelp!",0,Y6F9a6Rv_4nhDIZ2VfQFrg
1711,ALIE57KIkMfD0fpK4ySQHg,2011-06-19 23:08:21,totally awesome,0,AKPLL7N4yTidQF7xY8kneg
1712,aitHIKYuHNuem1Ln4ED1zw,2012-07-09 00:48:50,Slowest concession ever,0,ZJKvmjBinGXEagy7l1na7Q
1713,H5d_nFqzwrREE-YduK2ABg,2013-12-24 16:31:09,"Crap, going to Anchorman 2.",0,Dyn5YDHXOmQSItz4JstHrA
1714,PcPminF0bIUsKjUh9e4DMQ,2013-09-14 01:40:15,comfort first!,0,Y5CTA3S9TVkpr3Yvwaki-A
1715,Nw6Jza_cb0aqd4PT769Vzw,2012-07-24 05:41:21,dark knight returns!,0,BxKe9Xt_fN6qBzrTofHuEQ
1716,EgbeJrycEtSkps8UbJRpaQ,2016-03-01 23:10:06,"Full service movie experience. Affordable, clean, and convenient.",0,zoODlH40edpJYLPLkHilNA
1717,KGsXnYHvYddGaL_jyl0DMQ,2012-08-04 21:26:23,I heart Norterra. It s so easy to see a movie here.  No lines no hassles. Seeing Totall Recall,0,BTcY04QFiS1uh-RpkR7rAg
1718,7P6t9qnhKLOa8SqGb85B7w,2013-06-15 05:29:33,man of steel,0,zoODlH40edpJYLPLkHilNA
1719,A0j21z2Q1HGic7jW6e9h7A,2011-04-11 05:57:45,See Win Win while it's here!,0,wxYpbaR3zQuMhgSbUym_xw
1720,Ov-0pRQxz5fTTElFE-WtTQ,2012-05-25 00:18:06,"I owned Napa, I've got to catch up here!! The Lucky One",0,mnGV1Ln114T8EfO2QRW1eg
1721,zrvk0-B91ahJRSB-UcAmIA,2011-11-22 02:37:49,"Breaking Dawn... Yeah, I caved before the DVD this time, lol.",0,pJQSdbrtQQVstMUUIICSsA
1722,iy_5Xnu9KrXDSF4T5v-7qQ,2013-10-02 00:41:57,Tuesday $5 movies!,0,BxKe9Xt_fN6qBzrTofHuEQ
1723,ItuRDNRUNqigtz2gf63oLQ,2012-03-29 02:46:46,Means I EEE I will always Love You!!! The Bodyguard at The Esplanade One Night!,0,MM8n7SPaIuMlDGbUM5SZhA
1724,Fv0e9RIV9jw5TX3ctA1WbA,2015-04-20 14:32:17,"If you purchase tickets online there is a $2.50 convenience fee, but you can make sure and get the seats you want ahead of time without wondering what's left when it's showtime. Footlong hot dogs can be split for sharing if you ask when you order.",1,2fqHO2vFbcwVV27c_Irm8Q
1725,iKO2PcgrCvDjUzhnUpDdMg,2017-07-13 22:42:18,"Check to see if they have a Groupon available before coming! We got two tickets, two drinks, and popcorn for only $20 :)",0,x0dMACZ3NlDWTDyFAW0jHw
1726,nyFqLcDf5d8AHk3uvoZHnQ,2014-06-14 01:24:01,$27 for 2 tickets to see Maleficent 3D.  This better be good lol.,0,VOh-vGJlUJnaAb3tgPreQg
1727,Hprxt1x2u83bKJPYCrGsbQ,2017-04-01 02:10:25,5 stars for beauty in the best! The first movie i saw when i was a kids,0,w4SY_FlZnIfAb8UjDABPsQ
1728,FvbcViqkYLZpmmuMu2HiYg,2012-07-21 19:15:48,High Risk Behavior.,0,MM8n7SPaIuMlDGbUM5SZhA
1729,cJh4F1zFNJb2wXCNT1uNWQ,2011-11-20 18:56:49,Happy feet 2 for $5 on a Saturday? Yes please!!,0,ImU8asw-7e_9sZoDc2lzXA
1730,Q1IENmNc6bdDruACmhy4mg,2014-03-26 11:14:06,"Tuesday is $5 movie day - for any movie, and you get a free popcorn!",0,D96gPj6zUPLJDfnWh9Jiaw
1731,-fQPzH-e-ubDIiLQhybEjQ,2011-08-21 04:52:07,Come check out The Palace! Cool DJ night.,0,tuIg103yDqCEcTk5J_h8ow
1732,zBi_JWB5uUdVuz3JLoAxGQ,2014-11-13 02:15:29,$5 all day Tuesday,1,nvBhlpH8TWbCl70_30gqxg
1733,_ir8NHMtV7KPTwmBmlkmQw,2011-11-10 23:11:25,Harold and kumar in 3D! I hate 3D though lol and we have the whole theatre to ourselves !,0,F2DJHnTwMgzgGcl1lX8Q0A
1734,AvC5XQAElcGAAn_Wr5auEg,2012-08-14 15:23:53,Craft beers and movies? Winning.,0,n-AQFKbW6MnpamdtA6ECpQ
1735,xhlcoVm3FOKcxZ0phkdO6Q,2012-10-16 19:02:27,$5 Tuesday's,0,n-AQFKbW6MnpamdtA6ECpQ
1736,Ryxj0u0AW3mRsRypdYli2A,2015-06-06 14:15:34,Late night steak and eggs!!,0,p0iEUamJVp_QpaheE-Nz_g
1737,D43OWyfzIQjL8feJpYh2SQ,2016-11-18 06:14:28,Ouija 2 has a horrible ending.  Blah!,0,F2DJHnTwMgzgGcl1lX8Q0A
1738,8NPnK5h5Te91Ot6nbX9a5g,2011-10-17 05:31:55,"""what's your number"" - Starring Anna Farris. Apparently a ""slut"" movie.",0,jobP3ywRd3QNZ_GCoPG2DQ
1739,jKx0XOTrnT6gHiiRZ-UVKg,2012-07-12 01:49:02,Cherry Icee.  Get small.  It's crazy big.  $1.00 upgrade not worth it.,0,hhoKM8RdfYo97Y72LqmOgw
1740,ewDNa_FRoG71UFm56eTGkw,2011-09-17 07:43:02,You know what it is...,0,p0iEUamJVp_QpaheE-Nz_g
1741,udKt1v4vvdsX_0YybTP9OQ,2012-07-29 22:01:13,Batman finally!,0,afqhAX425oLAbdpIP2hE8g
1742,anHzk1C0oQRtfuDj74p2RQ,2012-07-21 18:16:12,Batman!,0,dt-Q31GwfUDHxZwwPhIH4A
1743,jt49xjEjQisu6wTTGn6B3A,2017-01-30 21:57:35,"""Children of the corn"" is worth getting. That real butter, tho!",0,x0dMACZ3NlDWTDyFAW0jHw
1744,wcQFYhIrEyPqSXF7gNSvGQ,2012-03-20 21:48:58,Tg,0,VkOyrR6CDfhZ7hh4yOvhiw
1745,dsX3MiQiTy3OVI8MKn0I4w,2011-06-18 14:43:45,Matinees end at noon.,0,RxNPIAim-2fIw43IilR62g
1746,KDVbK9nsCXflFf_c9WUA7Q,2011-08-06 02:28:28,"Love their popcorn seasoning, love it even more with my love, Aaron. Waiting to see The Change Up, hope its funny!",0,BTcY04QFiS1uh-RpkR7rAg
1747,ucj0RT3ZsWHFXQssLq-wmQ,2012-04-11 00:42:45,Happy Birthday Hour to me!,0,tuIg103yDqCEcTk5J_h8ow
1748,0FMte0z-repSVWSJ_BaQTg,2011-08-24 04:00:17,Bouts to watch Captain America with the wifey and kids!,0,jOWS7K-2tNqOcHVBSygswg
1749,nXMMoDzXRByQiWH9cf-FAQ,2011-06-14 02:39:55,Super 8 @ 8pm!,0,VOh-vGJlUJnaAb3tgPreQg
1750,9rmiyeuwFyF8fn-FLzCEcg,2012-11-16 01:19:25,Love the popcorn!,0,-ipc5f0XiXwH3hbNnro54Q
1751,-8syaSLDbMXW2F2FApVgig,2013-06-01 20:45:37,Good theater if not want to walk thru casino,0,F2DJHnTwMgzgGcl1lX8Q0A
1752,wxeTtPILiMl1L-yBB-D2HA,2012-07-09 23:39:16,Magic Mike! ;),0,Q3G58vv1ClvH4re9QBsVgQ
1753,6kvGowEk1AvUUwWHLkJyNg,2012-01-30 05:48:40,Bring te kleenex just incase. Xtremely loud and incredibly close,0,4RoTEeqB_MNn6yaqZmlZHg
1754,1Av1yTHSl4pi6MPMLC021A,2013-06-26 02:43:26,Totally worth the price just for the luxury seats!,0,zoODlH40edpJYLPLkHilNA
1755,LsE-DZDKLJul3i6kwvnLBw,2011-09-03 17:05:21,Here to see The Debt and use someone elses A/C.,0,mnGV1Ln114T8EfO2QRW1eg
1756,Ql93qGRAXQtlQIfsquUFVA,2017-05-05 16:17:09,There are movie appreciation groups you can join at the theatre AND you get a free movie on your birthday with proof of ID! How great is this place.,0,SJ2-dfgQt5cOky4jWNZEPA
1757,pkq41Qh9yGOI_4pwdVmmDg,2011-07-10 01:57:35,$1.50 pp / movies,0,pi1DHl64UzYXkVuSwvsUwg
1758,zrvk0-B91ahJRSB-UcAmIA,2011-11-15 02:59:21,Immortals :-),0,pJQSdbrtQQVstMUUIICSsA
1759,EtFYEN0sbxkZOOt3DE7vWg,2015-11-11 03:39:03,"They have recliner chairs now in theaters! Plus, movies before 12 are only $5!",0,Y6F9a6Rv_4nhDIZ2VfQFrg
1760,QPJJohtGqkMkaN0Gt3TRIg,2015-02-13 05:36:55,"You can order food at your seat just before the movies starts. Service ends when movie starts. So be sure to go in earlier, get comfy, place your order and munch away while enjoying your movie :)",0,kvFSP0DS0d5RumAGAQt0rg
1761,0bwmSWsi5WZfcDu61ZMGhg,2011-05-18 04:45:10,$5 Tuesday!,0,J0ufK7WAEq6oAdpDFz2xVA
1762,qp0Ne8Ndhucz7s46GLO0og,2012-05-21 01:47:44,"Not a very nice theatre.  Don't come here,",0,NdFIaltcBEumPcn4CG6Khg
1763,btk3ZCxMwLxVU5iQNJ8JNA,2011-08-23 20:18:37,30 minutes or less,0,BxKe9Xt_fN6qBzrTofHuEQ
1764,_ir8NHMtV7KPTwmBmlkmQw,2012-03-19 23:15:43,21 jump street!!!,0,jobP3ywRd3QNZ_GCoPG2DQ
1765,CxjOmYojnjUCMjjwzUbG6g,2011-09-28 03:10:39,Hoping Abduction is good,0,-ipc5f0XiXwH3hbNnro54Q
1766,agXJ2q1yxRupMSBCT-FFXA,2013-12-21 14:25:04,Not very crowded for a Regal.,0,uEgu1yUZoxpczqJRvKseDQ
1767,AvC5XQAElcGAAn_Wr5auEg,2012-04-07 02:25:13,Park at the YMCA for a busy show and just walk up N Davidson. Easier.,0,CJty_bUZVJJaLFcTppxmzg
1768,rt3PC7WCgCKsoufmQJELfw,2010-07-06 20:54:14,"$6.75 Early bird tix; $7.75 Matinee, before 4 pm; $3 Senior w/ card Mon-Thurs",0,xJzJpTYC_1k_EE0AWTOPXw
1769,1XrB44t6fDgSabcsWbI0Qw,2016-08-06 21:05:51,Dolby Cinema the only way we can see a movie now.... Great movie Suicide Squad!!,0,BxKe9Xt_fN6qBzrTofHuEQ
1770,jKx0XOTrnT6gHiiRZ-UVKg,2012-01-29 22:39:16,"Use the Credit Card terminals, avoid lines",0,hhoKM8RdfYo97Y72LqmOgw
1771,dIIKEfOgo0KqUfGQvGikPg,2012-05-28 21:58:04,Van gogh alive exhibit!,0,kPorLswaS8h4xy-notLk9Q
1772,_arAIQ4C_5MfB64ATD7W_w,2011-10-02 02:11:31,Moneyball!,0,ZJKvmjBinGXEagy7l1na7Q
1773,IRK8TbOXcidM4YCWf-Zqog,2013-06-26 03:03:46,World War Z!,0,enVV_GttZ2UYT3cxArtNWQ
1774,cJh4F1zFNJb2wXCNT1uNWQ,2015-06-27 19:24:55,Hopefully they migrate the other check ins to this one. I have over 30 check ins.,0,PTtBAaY1GgH929EjdlYLiA
1775,EZzV8WIUGWJ7D-e5E7XdjQ,2012-09-04 21:21:53,I love the theaters and seats. Bathrooms rock too.,0,-ipc5f0XiXwH3hbNnro54Q
1776,fEElH8y0NX6ekcjpDnEeAQ,2013-05-25 02:27:26,Fast N Furious,0,lTm8J2c1Sp4szFPdQ04QqQ
1777,qQecSd0lynfB4g-LPa9JCw,2014-03-16 21:23:43,Come here after a hike at Wetlands Park 15 minutes away for a movie. A complete day of fun.,0,jOWS7K-2tNqOcHVBSygswg
1778,D43OWyfzIQjL8feJpYh2SQ,2016-11-14 00:28:35,Arrival was an excellent movie!  No spoiler alert about the aliens lol however the $8.99-$11.99 5oz automatic pour.  Boo lol!,0,J0ufK7WAEq6oAdpDFz2xVA
1779,TBEiWGQoVXCq5sYuOzeBkw,2011-06-14 02:21:39,Texas Buffet for dinnnnah!,0,vDhifJNAtVFGjqJM5hFQkg
1780,PomQayG1WhMxeSl1zohAUA,2012-06-09 20:31:33,Prometheus!,0,jobP3ywRd3QNZ_GCoPG2DQ
1781,iHGsi2zgjGEm2zEQg8w0og,2015-01-16 16:37:10,Management here is everything management shouldn't be.,0,BxKe9Xt_fN6qBzrTofHuEQ
1782,RJVpaFHx3MwynTM8TNjz0A,2011-05-20 05:05:46,Fast Five,0,fZioXnBVf-KAsCFX-P2whg
1783,vIsEJsMbPGOVsSp04cc6EQ,2011-02-21 01:02:12,NSA and popcorn...,0,Q3G58vv1ClvH4re9QBsVgQ
1784,ytDfMafA-_kYfLUi3J8xQQ,2012-06-17 04:14:33,Prometheus,0,uH8o7gBowYmbToJqHsbpxg
1785,oS2O8YQ31HTSTQgPQKc7Cg,2011-06-02 03:45:19,My turn to watch Hangover 2.,0,-ipc5f0XiXwH3hbNnro54Q
1786,bUf8JDAJElBMduwNOYIXSQ,2011-01-17 00:04:13,Narnia,0,9EytPnh_lzU6STtd6cljCQ
1787,PtCnYJdVicJ1BOa6X14fZw,2012-06-22 03:07:25,"Attended a TV show premiere and won 3 DVD boxed sets of GoT, Boardwalk Empire and True Blood! Fuck yeah!",0,Jw41bQExdijm7gSaZ_C3YA
1788,5mog-DEw97elBQb9NQjisg,2018-01-14 19:18:27,Clean restrooms. HAHA,0,p0iEUamJVp_QpaheE-Nz_g
1789,nKWl2DdHbp6ZbQ12uqp1qQ,2012-04-07 00:48:21,Hunger games!,0,GAOeyq-7gt9QByhdcAK3cQ
1790,XgovvWi4l6R6iPiPZMBtAg,2015-11-07 21:13:04,"Individual theaters are small , but seats are wide!",0,E6U8zl527AsspbTf5nZCdw
1791,RNUV7k_Ng4KdasXQMsOo6w,2017-04-08 09:08:30,It's often a crush getting in for live broadcasts as staff seems unorganized,0,UGBIdjPNmLviPOTwVwEr8w
1792,7P6t9qnhKLOa8SqGb85B7w,2012-06-02 04:30:43,snow white & the huntsman,0,BxKe9Xt_fN6qBzrTofHuEQ
1793,PRiyL-Tyh3CMsy_XLEJKZA,2015-01-19 19:51:33,"Today is Moviegoer Monday!  Also MLK Day, so fitting that I'd see Selma today.",0,SwUwlW4dkad_X-BIMmKCZw
1794,-TQqPwpK5XzzTq9Q4tF-eA,2013-03-20 01:08:11,Bring a game if you're gonna be waiting in line for a while.,0,Q3G58vv1ClvH4re9QBsVgQ
1795,dhzFU-vli6AoXk3gaoGM_w,2011-11-19 04:35:52,Immortals!,0,BxKe9Xt_fN6qBzrTofHuEQ
1796,THpT08lqIKv8tRJOGEPFZg,2013-06-14 06:08:20,I'm a movie addict. What can I say,0,zoODlH40edpJYLPLkHilNA
1797,7Oe6ikklTjVBbEFw9emLcA,2012-08-11 00:02:11,Bourne!,0,-ipc5f0XiXwH3hbNnro54Q
1798,axp1ymle4GHKjrClZUu17g,2011-03-24 18:01:42,They don't have strollers to borrow/rent or a play area for kids. They don't really cater to kids as the ramps/elevators are hard to access.,0,0rRLSX5rotp1_wiShc0jNw
1799,Ryxj0u0AW3mRsRypdYli2A,2015-07-05 15:30:56,Sign up for the players card!,0,p0iEUamJVp_QpaheE-Nz_g
1800,nUaJUxRVOa31HgdOZv2bRw,2014-01-18 19:11:44,American Hustle,0,GAOeyq-7gt9QByhdcAK3cQ
1801,cCtB72I6FfLDcU7Zk67N9g,2012-07-07 15:58:29,What happened to the chocolate and free popcorn samples?,0,MM8n7SPaIuMlDGbUM5SZhA
1802,NCRGj36ihdwX-VUCYEX41g,2016-11-13 03:50:45,Reclining chairs for the win!,0,K1ekU1q26tNrImHrt3rr2A
1803,ewDNa_FRoG71UFm56eTGkw,2012-02-04 07:41:08,This is the big one!,0,p0iEUamJVp_QpaheE-Nz_g
1804,XF3ho4jKNzFy9PInhRbBWg,2011-05-22 19:26:00,Mamma Mia!,0,1wiv2BvvauMj8hS16UuEYw
1805,M6uDHCxhZybBdngFuBmrHg,2012-07-07 23:11:13,Whatever you do!! Do not get candy from the candy self serve... Its like .50 per m&m!!!!!,0,nvBhlpH8TWbCl70_30gqxg
1806,QPJJohtGqkMkaN0Gt3TRIg,2013-07-03 18:12:39,Poutine with pulled pork is so delicious! They give you lots  of pulled pork too :D #nomnomnom,0,TDtggQc6j_HjmQXS5QjzeA
1807,BN-hf4cTiPwbM4kjRYIzyg,2012-06-02 02:48:18,Snow White!!!,0,BxKe9Xt_fN6qBzrTofHuEQ
1808,RJVpaFHx3MwynTM8TNjz0A,2012-08-13 02:11:08,The Dark Knight Rises,0,BxKe9Xt_fN6qBzrTofHuEQ
1809,PuCMCx8LvgUWgZhnt2PHJg,2014-06-07 03:12:18,Great seating. Comfy spacious seats.,0,E6U8zl527AsspbTf5nZCdw
1810,UXL3osX6su7tLj3noznN2g,2012-06-16 23:18:10,Moonrise Kingdom.,0,wxYpbaR3zQuMhgSbUym_xw
1811,5UDpc2CMOgbf3GePS6SGVA,2015-06-26 03:00:11,"Hubby's Tri-State tradeshow, I told him I'm tagging along & bringing our son.  He's beyond ecstatic everytime I come with, actually speechless lol.",0,p0iEUamJVp_QpaheE-Nz_g
1812,YwaKGmRNnSa3R3N4Hf9jLw,2010-07-24 22:11:08,Forget overpriced 3D; go with digital 2D with 4K projectors!,0,-ipc5f0XiXwH3hbNnro54Q
1813,zpnDr3EBaVU8QPNHE3eDbg,2013-08-16 02:54:14,Starship Troopers with Rifftax.,0,4RoTEeqB_MNn6yaqZmlZHg
1814,c7pPoQPgSUZERW8XVfV0gQ,2016-09-18 16:33:08,Get here early they might be a line for the ticket and you don't want to waste it on the candy line and miss some of the movie,0,nkK5-IlOo7cy05R5AuMPfw
1815,tM84r9rP7XTjX4SnRzviMA,2015-01-16 04:53:07,Nice cinemas inside,0,vDhifJNAtVFGjqJM5hFQkg
1816,YG7wJFUzrNdGtvYzS9SeqA,2011-05-26 02:56:44,2 movies for $6.50! Bridesmaids and Pirates! :),0,7JVhdvxRacgRaVIsK2sMPQ
1817,iEoTAqsPlnbkaSLt25GwUA,2011-03-11 02:07:09,Lemmy!!,0,TT4XW2WMG0PNyUIFBIINuA
1818,wH-uEoSdYIc9UcvTqHnbFw,2016-07-01 04:17:24,Buy your tickets online! So much easier!,0,Hq8T6St2eNH-rCLj0RmiKQ
1819,mkRI07cv5f1gObpkSiPwZA,2012-01-21 18:12:16,First show of the day on the weekends is $5.,0,ikTlMObBu3aI4xNmE9X4mA
1820,3r9BVzKJ7jA4SCDgjhBzZQ,2014-05-19 02:09:35,Text 242424 for a $4 large icee,0,BxKe9Xt_fN6qBzrTofHuEQ
1821,UkLiM2r9UcVXdx81JPGZyg,2014-09-27 07:03:03,The Equalizer! Watch it!!!!!! :),1,BTcY04QFiS1uh-RpkR7rAg
1822,46HhzhpBfTdTSB5ceTx_Og,2012-07-22 16:38:50,Dark Knight Rises!!!!!,0,nFjvwsbirK8gJtV2QKqhwA
1823,_ir8NHMtV7KPTwmBmlkmQw,2012-05-23 00:46:15,Avengers finally!!! And I got to use my Tuesday deal finally!!! Hahahah,0,jobP3ywRd3QNZ_GCoPG2DQ
1824,xWHADmwROaQfZt8zv6Y1Ow,2013-07-19 19:59:18,Always a very nice theater to come to,0,J0ufK7WAEq6oAdpDFz2xVA
1825,ztKdCT5La4wX8pOPutJBJQ,2012-05-05 02:12:54,Damsels in distress,0,4RoTEeqB_MNn6yaqZmlZHg
1826,HmILc-lgVKZS7mWNdYCSJw,2015-11-11 02:32:12,"Tuesday night is $5 movie night for every movie, come early before they sell  out!",0,tKi4OvAlckcVzeP92InsOQ
1827,M9TjYmTgHayJ22cNkyvW_g,2018-02-15 14:29:51,They are under new ownership - this is likely to affect the kinds of movies shown here. I'm not sure if it affects coupons for films or snacks.,0,JlnDcCfvrmo_cv8OOzhuoQ
1828,7Oe6ikklTjVBbEFw9emLcA,2012-08-12 23:11:14,The Campaign,0,-ipc5f0XiXwH3hbNnro54Q
1829,aj2pS6AFVlzKDDUrisIRaA,2012-02-20 00:04:38,Too many kids here today. I really should do late night movies.,0,F2DJHnTwMgzgGcl1lX8Q0A
1830,F2IbnY4CpTfSxQijPtDKKg,2011-01-17 04:54:19,Black Swan,0,BxKe9Xt_fN6qBzrTofHuEQ
