,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
23714,VOh-vGJlUJnaAb3tgPreQg,AMC Arizona Center 24,565 North 3rd St,Phoenix,AZ,85004,33.453894,-112.069219,3.0,226,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
23766,afqhAX425oLAbdpIP2hE8g,Harkins Theatres North Valley 16,3420 E Bell Rd,Phoenix,AZ,85032,33.6417967,-112.0086066,3.5,72,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
23903,E6U8zl527AsspbTf5nZCdw,AMC Classic Mount Lebanon 6,1500 Washington Rd,Mount Lebanon,PA,15228,40.357007,-80.051747,3.0,34,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
25734,Xk3nvgipbBPuEoUEXmzQ2Q,Theatre Junction GRAND,608 1 Street SW,Calgary,AB,T2P 1M6,51.0471522,-114.065167,4.5,4,1,"{'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'HasTV': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '3'}","Music Venues, Cinema, Performing Arts, Nightlife, Arts & Entertainment",
25911,0QzCeORfF8EY34UODWRV9A,Sunset Station,1301 W Sunset Rd,Henderson,NV,89014,36.060914,-115.040642,3.5,542,1,"{'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'full_bar'"", 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False'}","Cinema, Mexican, Event Planning & Services, Arts & Entertainment, Italian, Restaurants, Hotels & Travel, Seafood, Hotels, Casinos, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
27721,7JVhdvxRacgRaVIsK2sMPQ,West Wind Scottsdale 6 Drive In,8101 E McKellips Rd,Scottsdale,AZ,85256,33.4501347,-111.9070816,4.0,57,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
27870,OJ0sMriii6H1NKt-7FI5sQ,Tarragon Theatre,30 Bridgman Avenue,Toronto,ON,M5R 1X3,43.6748488,-79.4128227,4.0,11,1,{'GoodForKids': 'True'},"Recording & Rehearsal Studios, Venues & Event Spaces, Cinema, Event Planning & Services, Local Services, Arts & Entertainment, Performing Arts","{'Monday': '10:0-17:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '11:0-17:0', 'Sunday': '11:0-14:0'}"
28418,pAB2p0SieP4R_sGMZAGawQ,SilverCity Fairview Mall Cinemas,"1800 Sheppard Avenue E, Unit Y007",North York,ON,M2J 5A7,43.7787094883,-79.3437588543,2.5,40,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
28773,aLnnIPzhKT7CBMACh95CQg,Palace Civic Center,617 Broadway,Lorain,OH,44052,41.4658134,-82.1749005,4.0,5,1,{'GoodForKids': 'True'},"Performing Arts, Arts & Entertainment, Civic Center, Cinema, Public Services & Government",
30638,JtbsoCIQUZkMnXEOmX_x0A,Carolina Mall Cinemas,120 Country Club Dr NE,Concord,NC,28025,35.4428963,-80.6038096,3.0,13,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
30864,LWyjZPk6b0c_je_oUxrqzA,The ProView Audio Video Experience,,Goodyear,AZ,85338,33.3602393,-112.4053046,5.0,3,1,"{'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': 'None', 'ByAppointmentOnly': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'False'}","Cinema, Outdoor Movies, Arts & Entertainment, Home Services, TV Mounting, IT Services & Computer Repair, Home Network Installation, Shopping, Electronics, Home Theatre Installation, Home Automation, Local Services, High Fidelity Audio Equipment","{'Monday': '0:0-0:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-18:0', 'Saturday': '8:0-15:0'}"
31397,D-G3CCmsdOQNfLE9OktTOg,Théâtre Espace Go,4890 Boulevard Saint-Laurent,Montréal,QC,H2T 1R5,45.52213,-73.591005,4.5,4,1,{'GoodForKids': 'False'},"Arts & Entertainment, Performing Arts, Cinema",
31558,sTNSwe2aQiJ-49uKB-00qg,Cinemas Guzzo,3572 Boulevard Taschereau,Greenfield Park,QC,J4V 2H7,45.4902258,-73.4766769,2.0,3,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '18:0-22:0', 'Tuesday': '12:0-22:0', 'Wednesday': '18:0-22:0', 'Thursday': '18:0-22:0', 'Friday': '12:0-0:0', 'Saturday': '9:30-22:0', 'Sunday': '9:30-22:0'}"
31810,Nr9OfcwHu4FQjrQ6kYF-Xg,Cinéma Impérial,1432 Rue De Bleury,Montréal,QC,H3A 2J1,45.5063909,-73.5678966,4.5,5,1,{'GoodForKids': 'False'},"Arts & Entertainment, Cinema",
32018,tKi4OvAlckcVzeP92InsOQ,Fat Cats Gilbert,4321 E Baseline Rd,Gilbert,AZ,85234,33.3780196,-111.7413942,4.0,378,1,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'WheelchairAccessible': 'True', 'HasTV': 'True'}","Food, Mini Golf, Beer, Wine & Spirits, Active Life, Italian, American (Traditional), Cinema, Arcades, Bowling, Pizza, Restaurants, Arts & Entertainment","{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '11:0-0:0', 'Friday': '11:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}"
32455,-UCODDgYpTjlGtz_5AVw_g,Chagrin Valley Little Theatre,40 River St,Chagrin Falls,OH,44022,41.431418,-81.3936811,4.5,6,1,{'GoodForKids': 'True'},"Arts & Entertainment, Performing Arts, Cinema","{'Monday': '13:0-18:0', 'Tuesday': '13:0-18:0', 'Wednesday': '13:0-18:0', 'Thursday': '13:0-18:0', 'Friday': '13:0-18:0', 'Saturday': '13:0-18:0'}"
32611,eTHuGwFkLDRI8m2oHVn77w,MaxDMaster 5D Cinema,3528 S Maryland Pkwy,Las Vegas,NV,89169,36.1204306483,-115.1380353794,1.5,14,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-19:0'}"
32986,glRCYqTUjDRzasqEuyfM7g,Revue Cinema,400 Roncesvalles Ave,Toronto,ON,M6R 2M9,43.6510268,-79.4512249,4.5,16,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
33857,Hq8T6St2eNH-rCLj0RmiKQ,AMC Ridge Park Square 8,4788 Ridge Road,Brooklyn,OH,44144,41.4269133,-81.737635,4.0,69,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
33920,4QuwxfbDBgbFpE9sS8hdSg,AMC Winston Churchill 24,2081 Winston Park Dr.,Oakville,ON,L6H 6P5,43.5095628,-79.669165,3.5,9,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
34292,nDmiX5v02FN0Gfam5RZ4vQ,Cineplex Cinemas Vaughan,3555 Highway 7,Vaughan,ON,L4L 9H4,43.7886536779,-79.5429238378,3.0,50,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
34762,CTiWs36A_sX3eahdqrYxUQ,Benedum Center for the Performing Arts,237 7th St,Pittsburgh,PA,15222,40.443022,-79.9998397,4.5,86,1,{'GoodForKids': 'True'},"Performing Arts, Cinema, Opera & Ballet, Arts & Entertainment","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}"
35060,xX4B41sO7yS_fyzq8zGy1g,Mayfield Road Drive-In,12091 Mayfield Rd,Chardon,OH,44024,41.529889,-81.204869,4.5,10,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment, Drive-In Theater","{'Monday': '19:30-1:0', 'Tuesday': '19:30-1:0', 'Wednesday': '19:30-1:0', 'Thursday': '19:30-1:0', 'Friday': '19:30-1:0', 'Saturday': '19:30-1:0', 'Sunday': '19:30-1:0'}"
35177,YVGu7g8JMr756J-ZzsHv0w,Famous Players,309 Rathburn Road W,Mississauga,ON,L5B 4C1,43.5913815,-79.650635,3.0,7,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
35877,LeO9_8e5LrhlWGfLgZL_vw,Oaks Theater,310 Allegheny River Blvd,Oakmont,PA,15139,40.515698,-79.842668,5.0,7,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
36580,VfX7rhtX03yNg56ISz8gVQ,Harkins Theatres Arizona Mills 25 w/ IMAX,5000 S Arizona Mills Cir,Tempe,AZ,85281,33.38536,-111.965909,3.0,125,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
37150,c5v5UY_J2RgUM7u0fn6rMw,Palace Cinema,2830 Hoepker Rd,Sun Prairie,WI,53590,43.1698397,-89.2727036,3.5,127,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '9:0-0:0', 'Tuesday': '9:0-0:0', 'Wednesday': '9:0-0:0', 'Thursday': '9:0-0:0', 'Friday': '9:0-0:0', 'Saturday': '9:0-0:0', 'Sunday': '9:0-0:0'}"
37196,Z4nYEVUBpA_f5YwOv7zFRQ,Harkins Theatres,"9615 N Metro Pkwy W, Ste 24",Phoenix,AZ,85051,33.5736031,-112.1238211,4.0,31,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
37571,GAOeyq-7gt9QByhdcAK3cQ,AMC Desert Ridge 18,"21001 N Tatum Blvd, 32",Phoenix,AZ,85050,33.6757357027,-111.9707416673,3.0,84,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
39820,KS0Uon59PBcVJgzfsYRPdg,Great Lakes Science Center,601 Erieside Ave,Cleveland,OH,44114,41.5074459512,-81.6967342697,4.0,91,1,{'GoodForKids': 'True'},"Tours, Cinema, Museums, Arts & Entertainment, Hotels & Travel","{'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-17:0'}"
39851,c9o0sBdEvER2nBeZ6HS9pw,Cineplex Odeon First Markham Place Cinemas,3275 Highway 7 E,Markham,ON,L3R 3P9,43.8516322,-79.3495004,2.5,7,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
41027,tOhzbIoz_UHhzuXiGOEYgQ,Harkins Theatres Christown 14,1620 W Montebello Ave,Phoenix,AZ,85015,33.521137666,-112.0942970247,3.5,73,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
41384,bCh7vrbbxSKx0mtZnOvQoQ,Harkins Camelview at Fashion Square,7014 E Camelback Rd,Scottsdale,AZ,85251,33.5028371,-111.9294198,3.5,232,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema","{'Monday': '9:30-23:30', 'Tuesday': '9:30-23:30', 'Wednesday': '9:30-23:30', 'Thursday': '9:30-23:30', 'Friday': '9:30-23:30', 'Saturday': '9:30-23:30', 'Sunday': '9:30-23:30'}"
42558,UQbUE9pewUFD9YcpYDD7sw,Rose Theatre Brampton,1 Theatre Lane,Brampton,ON,L6V 0A3,43.6874411,-79.7603499,4.0,13,1,{'GoodForKids': 'True'},"Nightlife, Music Venues, Arts & Entertainment, Performing Arts, Cinema","{'Monday': '9:0-22:30', 'Tuesday': '9:0-22:30', 'Wednesday': '9:0-22:30', 'Thursday': '9:0-22:30', 'Friday': '9:0-22:30', 'Saturday': '9:0-22:30', 'Sunday': '9:0-22:30'}"
42779,uVOHHPTWWNHWLCXxsAxt_w,Dollar Cinéma,"6900, Boulevard Décarie",Montréal,QC,H3X 2T8,45.4909521,-73.6507432,4.5,36,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
42822,854doo30wTt5ZTwLYLQ_jw,Crow's Theatre,345 Carlaw Avenue,Toronto,ON,M4M 2T1,43.6651527,-79.3413975,4.5,3,1,,"Performing Arts, Arts & Entertainment, Cinema",
43213,HUMdEqtlPF70AqyZmiyAhA,Our Town Cinemas,227 Griffith St,Davidson,NC,28036,35.5017929,-80.8494562,4.0,39,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
43373,RP79t7P6PZYoILkMkhkt6A,Silverspot Cinema,27349 Harvard Rd,Orange,OH,44122,41.4498869,-81.4858007,2.5,40,1,{'GoodForKids': 'True'},"Cinema, Restaurants, Arts & Entertainment, American (New)",
43930,73dPwH6vfycfRjuM9PGnbg,AMC Northlake 14,7325 Northlake Mall Dr,Charlotte,NC,28216,35.353584,-80.850346,3.0,81,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
43950,fmJCw0zM3_jbW7WKUobnZA,Cinema Cafe,124 W Main St,Stoughton,WI,53589,42.9170793,-89.2207921,4.0,11,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
44415,yj7zSAJENDzBuQLVdkjCGA,Cinemas Cineplex Odeon,7852 Champlain Boul,Lasalle,QC,H8P 1B3,45.427235,-73.6091493,2.5,5,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
44850,87XfNqtYs1ld2w2J88pm4w,Globe Cinema,617 8 Avenue SW,Calgary,AB,T2P 1H1,51.045807,-114.075075,4.0,24,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
45340,Q3G58vv1ClvH4re9QBsVgQ,Harkins Theatres Tempe Marketplace 16,2000 E Rio Salado Pkwy,Tempe,AZ,85281,33.433971,-111.901472,4.0,220,1,{'GoodForKids': 'True'},"Performing Arts, Arts & Entertainment, Cinema","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
45429,7L4rvkYcKSOA3HeiN6rLJA,Regal Cinemas 14,"Severance Town Center, 3492  Mayfield Rd",Cleveland Heights,OH,44118,41.5186004639,-81.5523452759,3.5,8,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
45952,0rRLSX5rotp1_wiShc0jNw,CF Chinook Centre,6455 MacLeod Trail SW,Calgary,AB,T2H 0K8,50.9984961,-114.073377104,3.5,74,1,"{'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Cinema, Restaurants, Shopping, Shopping Centers, Arts & Entertainment","{'Monday': '9:30-21:0', 'Tuesday': '9:30-21:0', 'Wednesday': '9:30-21:0', 'Thursday': '9:30-21:0', 'Friday': '9:30-21:0', 'Saturday': '9:30-21:0', 'Sunday': '11:0-19:0'}"
46018,y0MOho-MrJeGnEsRrwBchw,Regal Cinemas Medina 16,200 West Reagan Pkwy,Medina,OH,44256,41.154847,-81.8679363,4.0,9,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
46176,PjcQ87drS7dpx6VvncHibg,Centre Phi,407 Rue Saint-Pierre,Montréal,QC,H2Y 2M3,45.501491,-73.556456,4.5,11,1,"{'HasTV': 'True', 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'ByAppointmentOnly': 'False', 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}""}","Arts & Entertainment, Music Venues, Cinema, Shopping, Nightlife, Art Galleries","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-18:0'}"
46657,6KL0lRKtgTof-NoFuiXwdA,Buddies In Bad Times Theatre,12 Alexander St,Toronto,ON,M4Y 1B4,43.6633185,-79.3830659,4.5,17,1,"{'OutdoorSeating': 'False', 'HasTV': 'False', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'Music': ""{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForKids': 'False', 'GoodForDancing': 'True', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'very_loud'""}","Performing Arts, Arts & Entertainment, Gay Bars, Nightlife, Bars, Cinema",
46877,Dyn5YDHXOmQSItz4JstHrA,Cinemark Robinson Township,2100 Settlers Ridge Center Dr,Robinson Township,PA,15205,40.440074,-80.149416,4.0,73,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
47379,E5on52Nv5go0nGGyeTEO4g,Phoenix Film Festival,7000 E Mayo Blvd,Phoenix,AZ,85054,33.6560912,-111.9297914,4.5,7,1,{'GoodForKids': 'True'},"Festivals, Arts & Entertainment, Cinema",
48384,xJzJpTYC_1k_EE0AWTOPXw,Century 16 South Point,9777 S Las Vegas Blvd,Las Vegas,NV,89123,36.0103669422,-115.1752661971,3.5,169,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
48573,lqCJiHlxzRpuYt-u_XQUvg,Cinemark Mesa 16,1051 N Dobson Rd,Mesa,AZ,85201,33.435465,-111.863027,4.0,183,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
48594,ikTlMObBu3aI4xNmE9X4mA,Picture Show @ Paradise Valley Mall,"4550 E Cactus Rd, Ste 168",Phoenix,AZ,85032,33.6021872,-111.9836094,4.5,68,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
49332,4bOD6-ohZoIoy1rAJuzqzA,AMC Fitchburg 18,6091 McKee Rd.,Fitchburg,WI,53719,43.0142329,-89.4664729,3.0,39,0,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
49746,Y6F9a6Rv_4nhDIZ2VfQFrg,AMC Carolina Pavilion 22,9541 South Blvd.,Charlotte,NC,28273,35.1046969,-80.8770955,3.5,58,0,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
50680,BQeIEeMj5_K5Az1DbSHSsw,Cinemark,8161 Macedonia Cmns Blvd,Macedonia,OH,44056,41.3096314,-81.5158397,3.5,13,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
50897,MK8hA4-rSqfDWAxY-xEI3Q,Regal Cinema,"Severance Town Cente, Ste 14",Cleveland,OH,44102,41.4789363,-81.7404134,2.0,5,1,,"Cinema, Arts & Entertainment",
50993,oKY9y_nzVguDkgpC1ggKsg,The Danforth Music Hall,147 Danforth Avenue,Toronto,ON,M4K 1N2,43.6762323,-79.3570281,4.0,68,1,"{'NoiseLevel': ""u'very_loud'"", 'Alcohol': ""'beer_and_wine'"", 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'Smoking': ""u'outdoor'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'CoatCheck': 'True', 'HasTV': 'False', 'HappyHour': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'True'}","Nightlife, Cinema, Arts & Entertainment, Music Venues",
51000,qLySo0vYpVdlItF2Gpo3-Q,Cinemas Guzzo,3237 Boulevard des Sources,Dollard-des-Ormeaux,QC,H9B 1Z6,45.483524,-73.793297,2.5,6,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
52340,vxj6ZajMfxFeFicT6wsxzQ,Femme Fatales & Fantasies,7013 E Main St,Scottsdale,AZ,85251,33.4928668,-111.9299387,2.5,3,1,"{'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Shopping, Cinema, Hobby Shops, Arts & Entertainment, Art Galleries","{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '13:0-21:0', 'Friday': '9:0-17:0'}"
52387,nvBhlpH8TWbCl70_30gqxg,Century 16 Santa Fe Station,4949 N Rancho Dr,Las Vegas,NV,89130,36.248556,-115.245265,3.5,120,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
52472,MM8n7SPaIuMlDGbUM5SZhA,AMC Dine-in Theatres Esplanade 14,2515 E Camelback Rd,Phoenix,AZ,85016,33.508571,-112.027642,3.0,763,1,"{'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Arts & Entertainment, Cinema, Beer, Wine & Spirits, American (Traditional), Food, Restaurants",
53197,zz-f4Xrs1OGOhybeQaYgFQ,Famous Players Canada Square Cinemas,2190 Yonge Street,Toronto,ON,M4S 2C6,43.705385,-79.399016,3.0,12,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment",
53377,whF3fiWey-GJLzmX3yoC5w,Imagine Cinemas Market Square,80 Front Street E,Toronto,ON,M5E 1T4,43.6492034,-79.3727345,4.5,60,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '12:15-22:0', 'Tuesday': '12:15-22:0', 'Wednesday': '12:15-22:0', 'Thursday': '12:15-22:0', 'Friday': '12:15-22:0', 'Saturday': '12:15-22:0', 'Sunday': '12:15-22:0'}"
53551,SwUwlW4dkad_X-BIMmKCZw,Penn Hills Cinema,76 Federal Dr,Pittsburgh,PA,15235,40.462017,-79.826815,4.0,13,1,{'GoodForKids': 'True'},"Arts & Entertainment, Cinema",
53987,9ShqhOli-3YKHczCsQpxWQ,Le National,1220 Sainte-Catherine Rue E,Montréal,QC,H2L 2G9,45.518576,-73.555846,4.5,4,1,"{'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'None', 'HappyHour': 'False'}","Cinema, Arts & Entertainment, Nightlife, Music Venues",
54002,03jZx8QkMxNhaRLeo6_U0Q,Club Soda,1225 Boulevard Saint-Laurent,Montréal,QC,H2X 2S6,45.5097848,-73.5633198,3.0,20,1,"{'HasTV': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'loud'"", 'OutdoorSeating': 'False', 'GoodForKids': 'False', 'Alcohol': ""'full_bar'"", 'BikeParking': 'True'}","Venues & Event Spaces, Event Planning & Services, Cinema, Nightlife, Music Venues, Arts & Entertainment, Dance Clubs","{'Monday': '12:0-18:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '12:0-17:0'}"
54787,uH8o7gBowYmbToJqHsbpxg,Harkins Theatres Gateway Pavilions 18,10250 W McDowell Rd,Avondale,AZ,85323,33.466743,-112.280381,3.5,86,1,{'GoodForKids': 'True'},"Cinema, Arts & Entertainment","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}"
